pmid,doi,source,title,abstract,journal,publication_date,first_author,authors,disease_subtype,treatment_area,publication_type,evidence_level,ma_relevance,why_it_matters_for_ma,retrieved_at
39559798,10.1016/j.jacig.2024.100350,europepmc,Health disparities in the Middle East: Representative analysis of the region,"Health care disparities refer to differences in health and health care between groups that are closely associated with governmental, social, economic, and/or environmental policies. To address this gap in knowledge, a forum to address health disparities in different regions of the world was developed as an American Academy of Allergy, Asthma & Immunology (AAAAI) presidential initiative (under Dr Jonathan Bernstein) in partnership with the World Allergy Organization to better understand political and socioeconomic issues within different countries and how they affect their health care systems. The first region selected was the Middle East. Representatives from Egypt, Israel, Lebanon, and Iran were invited to speak at this forum. Although we were not able to be inclusive of all countries in this region, it is apparent that the health care systems for those that participated are heterogeneous as a result of socioeconomic, educational, and governmental infrastructures. However, all regions noted health disparities that appeared to be linked to social determinants of health. Unfortunately, conflict in this region has had an additional adverse effect on these health care systems, making solutions even more challenging. However, recognition of the problems that loom large for allergy/immunology in particular can provide an opportunity for international collaboration that focuses on providing patient and physician education and identifying strategies to improve access to specialized health care.",The journal of allergy and clinical immunology. Global,2024-10-16,Assa'ad A,Assa'ad A; Hershko AY; Irani C; Mahdavinia M; Khan DA; Bernstein JA,unspecified HAE,other,unknown,unknown,low,HAEに関する文献として、MA活動の参考資料として保持します。,2026-04-18T15:27:04Z
41567206,10.3389/fimmu.2025.1681764,europepmc,The endothelial-immunothrombotic storm in viral sepsis: lessons from COVID-19,"Taking COVID-19 as an illustrative example, this review systematically elucidates the central pathological mechanism of viral sepsis, termed the endothelial-immunothrombotic storm. This mechanism is initiated by the direct viral infection of endothelial cells, which provokes excessive immune activation and disrupts coagulation through immunothrombosis, including cytokine storms, NETosis, and complement activation. Meanwhile, these processes establish a vicious cycle leading to multiple organ failure. Compared with classical bacterial sepsis, viral sepsis exhibits distinctive features such as interferon dysregulation, direct endothelial damage, a hypercoagulable state, and T-cell exhaustion. This review integrates the latest research findings, contrasts the pathophysiological differences between viral and bacterial sepsis, and proposes precision strategies focused on endothelial protection, immune modulation, and anticoagulation. Finally, we discuss the clinical translational prospects of these approaches and suggests directions for future research.",Frontiers in immunology,2026-01-06,Zhou K,Zhou K; Chen Y; Pang J; Zhang J; Lu J,unspecified HAE,basic science,unknown,unknown,low,HAEの病態・メカニズムに関する基礎研究として、科学的背景の理解を深める参考資料として保持します。,2026-04-18T15:27:04Z
41321704,10.3389/falgy.2025.1732905,europepmc,Editorial: Bradykinin and histamine mediated angioedema,,Frontiers in allergy,2025-11-14,Patil AD,Patil AD; Peter J; Rudenko M,unspecified HAE,other,letter/commentary,low,low,HAEに関する専門家のコメンタリーとして、議論の動向を把握するための参考資料として保持します。,2026-04-18T15:27:04Z
41133098,10.20517/mrr.2025.31,europepmc,Phage therapy as a revitalized weapon for treating clinical diseases,"The rising prevalence of multidrug-resistant (MDR) bacterial infections, coupled with the diminishing efficacy of antibiotics, has reinvigorated interest in bacteriophage (phage) therapy as a promising alternative, leveraging its unique bactericidal mechanisms and precise targeting capabilities. Concurrently, phage display technology has advanced tumor diagnostics and targeted drug delivery through high-throughput peptide screening. This review systematically evaluates the mechanisms, strategies, and clinical progress of phage-based applications in anti-infective and oncological therapies. Clinical evidence highlights its efficacy against respiratory, oral, wound, bloodstream, and urinary tract infections, alongside solid tumors. However, challenges persist, including limited host range, bacterial resistance, immunogenicity, inefficient delivery systems, and regulatory uncertainties. Future efforts should prioritize AI-driven phage optimization, standardized pharmacokinetic assessment, and interdisciplinary collaboration to accelerate clinical translation. Despite current limitations, phage therapy represents a transformative and scalable approach for combating antimicrobial resistance and advancing precision oncology, positioning it as a pivotal tool in addressing global health crises.",Microbiome research reports,2025-09-24,Wang Y,Wang Y; Yu Y,unspecified HAE,diagnosis,unknown,unknown,medium,HAEの診断・バイオマーカーに関する知見として、早期診断啓発や診断精度向上に向けた医師教育の参考資料として活用できる可能性があります。,2026-04-18T15:27:04Z
41103439,10.3389/fimmu.2025.1683553,europepmc,Platelets as central hubs of inflammation,"<h4>Objective</h4>To develop the platelet inflammation hypothesis and propose the concept of platelets as the central hub regulating inflammation.<h4>Methods</h4>We employed a narrative review design. Based on platelets being the source of cellular fragments shed from megakaryocytes, we traced the active molecules within platelet granules to infer platelet regulatory roles in aseptic inflammation, infectious inflammation, cancer, and neuroinflammation. Furthermore, we visually mapped the central regulatory mechanisms of platelets in the aforementioned inflammatory contexts.<h4>Results</h4>Platelets not only mediate hemostasis and thrombosis through the coagulation pathway but also dynamically regulate inflammatory responses through interactions between bioactive substances in platelet granules, leukocytes, vasculature, and immune signaling. This regulatory role applies across a broad spectrum of pathological inflammations. Platelets influence vascular integrity in aseptic inflammatory injury, participate in pathogen recognition and containment during infectious inflammation, and regulate immune cell recruitment and inflammatory outcomes in tumor/cancer and neuroinflammation. The central principle of platelet-mediated inflammation regulation is dual control of immune thrombogenesis through damage-associated molecular patterns (DAMPs) and pathogen-associated molecular patterns (PAMPs), thereby influencing disease outcomes.<h4>Conclusion</h4>Platelets serve as the central hub in the microcirculatory-damaged tissue-immune inflammatory interaction network. Their immunoregulatory functions play a pivotal role in diverse inflammatory pathologies. The platelet-driven mechanism-disease-immune inflammatory regulation framework provides clinically translatable insights for diagnostic evaluation of inflammatory and thrombotic conditions, as well as for developing antiplatelet therapeutic strategies targeting diseases such as cancer and epilepsy.",Frontiers in immunology,2025-10-01,Bo Y,Bo Y; Zhao F,unspecified HAE,diagnosis,review,medium,medium,HAEに関する総説として、疾患・治療の包括的理解のための参考資料として保持します。,2026-04-18T15:27:04Z
41058711,10.3389/fgeed.2025.1620438,europepmc,Rewriting the script: gene therapy and genome editing for von Willebrand Disease,"In recent years gene therapy has emerged as a powerful technology for treatment of a large variety of inherited disorders. With the FDA approval of <i>in vivo</i> gene therapy of hemophilia A and B using AAV-mediated transgene delivery to hepatocytes, the path towards a new treatment era seemed paved. Also, CRISPR-Cas based approaches have reached the clinic, as in the <i>ex vivo</i> treatment of hematopoietic stem cells for sickle cell disease and thalassemia patients. The question arises whether these innovative strategies will also be suitable for patients with von Willebrand Disease (VWD). Whilst <i>in</i> and <i>ex vivo</i> delivery to endothelial cells (ECs) has been demonstrated, and CRISPR-Cas9 gene editing has been successful in ECs, there are currently no gene therapy options available for VWD. The wide variety of pathogenic VWF mutations makes development of broadly applicable, cost-effective gene therapies challenging. While delivery of von Willebrand factor (VWF) as a therapeutic transgene would be optimal, the size of VWF challenges efficient delivery. Therefore, treatment of VWD requires targeted, personalized gene therapy; for instance by using the newest CRISPR-Cas technologies which can be tailored to facilitate alteration and restoration of various pathogenic VWD variants. This review describes the inherited bleeding disorder VWD and potential gene therapy approaches for management of the disease. Thereby we are exploring different CRISPR-Cas technologies and recent developments in the field. Moreover, we will discuss the ongoing advances of <i>in vivo</i> delivery systems, all with the scope on ECs.",Frontiers in genome editing,2025-09-22,Barraclough A,Barraclough A; Bär I; van Duijl T; Fijnvandraat K; Eikenboom JCJ; Leebeek FWG; Bierings R; Voorberg J; Trasanidou D,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
40895400,10.2147/pgpm.s527556,europepmc,The Prevalence of Potential Drug-Drug-Gene Interactions: A Descriptive Study Using Swiss Claims Data,"<h4>Purpose</h4>We aimed to determine the prevalence of interactions between PGx drugs metabolized by CYP2C9, CYP2C19, and CYP2D6 and drugs that act as inhibitors or inducers of those enzymes in the Swiss population.<h4>Patients and methods</h4>We defined concomitant use of PGx drugs and inhibitors/inducers as instances where a claim of a PGx drug and a claim of an inducer or inhibitor concerning the same enzyme were made within a specified temporal window, either ± 5 days or ± 30 days. We assessed concomitant drug use between 2017 and 2021, using claims data from a Swiss insurance company (Helsana).<h4>Results</h4>Out of 894,748 individuals continuously insured, between 17.4% (± 5-days window) and 24.8% (± 30-days window) were exposed to potentially interacting drug pairs, with 1.5% to 2.2% being exposed to potentially strong interacting drug pairs. Individuals exposed to potentially interacting drugs were more frequently female, older and took a greater number of drugs than the general population. The majority of potential interactions were associated with CYP2D6 or CYP2C19.<h4>Conclusion</h4>In light of the high prevalence of the simultaneous use of PGx drugs with inhibitor and inducer drugs, it is imperative to consider non-genetic factors, such as drug-induced phenoconversions, when interpreting PGx test results.",Pharmacogenomics and personalized medicine,2025-08-23,Wittwer NL,Wittwer NL; Meier CR; Huber CA; Moser JD; Meyer Zu Schwabedissen HE; Allemann SS; Schneider C,unspecified HAE,epidemiology,RWE/observational,medium,medium,HAEの疫学・医療資源利用に関する実態調査として、payer対応の定量的根拠として活用できる可能性があります。,2026-04-18T15:27:04Z
40666499,10.3389/fmolb.2025.1591644,europepmc,Clinicopathologic and proteomic characteristics of low-grade undifferentiated spindle cell sarcoma,"<h4>Introduction</h4>Undifferentiated spindle cell sarcoma (USCS) is a rare and heterogeneous group without specific diagnostic, prognostic, or predictive markers. The clinicopathologic and proteomic characteristics of USCS remain largely unknown.<h4>Methods</h4>Between 2008 and 2024, we collected 14 low-grade USCSs and 104 undifferentiated pleomorphic sarcomas (UPSs). We conducted a comprehensive mass spectrometry (MS) proteomic analysis on USCSs and compared the clinicopathologic characteristics of low-grade USCSs and UPSs. More than 5600 proteins could be identified.<h4>Results</h4>Low-grade USCSs had 353 upregulated and 500 downregulated proteins compared to corresponding normal tissue. PHRF1, DIDO1, RAPH1, GGT7, and PHF14 exhibited overexpression in low-grade USCSs, whereas SERPINF2, TMEM40, FYCO1, COL2A1, and NPNT demonstrated low expression. The KEGG pathway enrichment analysis revealed that most of the enriched pathways in low-grade USCS were related to various amino acid and lipid metabolic. Correlating significantly changed proteins with their targeting medications revealed novel therapy options for low-grade USCSs. Furthermore, in comparison to UPSs, our findings indicate that low-grade USCSs may exhibit smaller sizes and a lower rate of distant metastasis. In summary, to the best of our knowledge, this is the first in-depth proteomic analysis to demonstrate a comprehensive investigation of the clinicopathological and proteomic characteristics of low-grade USCSs.<h4>Conclusion</h4>We initially elucidated the characteristics of differential proteins, the pathways enriched, and their possible drug targets in low-grade USCSs. Data are available via ProteomeXchange with identifier PXD061644.",Frontiers in molecular biosciences,2025-07-01,Wei Y,Wei Y; Li H; He S; Li M; Chen Y; Shi H; Han A,unspecified HAE,diagnosis,unknown,unknown,medium,HAEの診断・バイオマーカーに関する知見として、早期診断啓発や診断精度向上に向けた医師教育の参考資料として活用できる可能性があります。,2026-04-18T15:27:04Z
40561178,10.1371/journal.pone.0325707,europepmc,In-silico study of approved drugs as potential inhibitors against 3CLpro and other viral proteins of CoVID-19,"The global pandemic, due to the emergence of COVID-19, has created a public health crisis. It has a huge morbidity rate that was never comprehended in the recent decades. Despite numerous efforts, potent antiviral drugs are lacking. Repurposing of drugs presents a low-cost and rapid solution for finding new drugs by exploiting known drugs. In this study, we employed an integrated In-Silico approach using molecular docking and machine learning regression models to explore the potential inhibitors against key proteins of SARS-CoV-2. A library of 5903 drugs from the ZINC database was retrieved and screened against three crucial viral targets: Spike glycoprotein (7LM9), main protease 3CLpro (7JSU), and Nucleocapsid protein (7DE1). Binding affinities were predicted by using molecular docking, and subsequent predictive regression models, Decision Tree Regression (DTR), Gradient Boosting, XGBoost, Extra Trees, KNNR, and MLP, were constructed employing MACCS molecular fingerprints. Among them, the DTR model had better predictive performance, as indicated by the highest R² and lowest RMSE. The highest ranked compounds possessed good binding affinities (-12.6 to -19.7 kcal/mol) and favorable pharmacokinetics. Importantly, five novel candidate compounds, namely ZINC003873365, ZINC085432544, ZINC008214470, ZINC085536956, and ZINC261494640, had multi-target potential and optimal binding interaction. This computational analysis yields useful information for lead prioritization and sets the stage for additional in vitro and in vivo confirmation of these drug candidates to combat COVID-19.",PloS one,2025-06-25,Aqeel I,Aqeel I; Majid A; Alahmadi TJ; Althubaity A,unspecified HAE,basic science,unknown,unknown,low,HAEの病態・メカニズムに関する基礎研究として、科学的背景の理解を深める参考資料として保持します。,2026-04-18T15:27:04Z
40433570,10.2147/dddt.s518489,europepmc,Bibliometrics Analysis and Knowledge Mapping of Fragment-Based Drug Design Research: Trends from 2015 to 2024,"<h4>Purpose</h4>This study systematically analyzed available literature related to fragment-based drug design (FBDD) published between 2015 and 2024 using bibliometric methods to identify research trends, hotspots, and emerging frontiers. The findings provide valuable information and a comprehensive reference for future FBDD research and drug development.<h4>Methods</h4>The relevant literature was comprehensively searched from the Web of Science Core Collection (WOSCC) database using the keywords ""Fragment-based drug design"" or ""FBDD"", covering articles published between January 1, 2015 and November 1, 2024. A total of 1,301 papers were included. Bibliometric analysis and knowledge mapping were conducted using the RStudio's bibliometrix-biblioshiny package, CiteSpace, and VOSviewer software, assessing multiple dimensions such as journal co-occurrence, keyword density, institutional collaboration, and citation patterns.<h4>Results</h4>The research output in FBDD revealed fluctuating growth, with an average annual growth rate of 1.42%. The United States and China lead global research with 889 and 719 publications, respectively, contributing significantly to international collaboration (34.82%). Prominent research institutions included the Center National de la Recherche Scientifique (CNRS), the University of Cambridge, and the Chinese Academy of Sciences, demonstrating strong academic influence. Key contributors such as Abell, C. Blundell, TL, and Johnson, CN, were among the top ten high-impact authors, significantly shaping the FBDD landscape through highly cited publications. Influential journals included the <i>Journal of Medicinal Chemistry, Journal of Chemical Information and Modeling</i>, and the <i>European Journal of Medicinal Chemistry</i>, each highly recognized within the FBDD research community. Keyword analysis indicated core research directions focused on ""fragment-based drug discovery"", ""molecular docking"", and ""drug discovery"", reflecting key technological advancements and research hotspots.<h4>Conclusion</h4>FBDD remains a dynamic field with ongoing global academic attention. Future research directions are likely to emphasize innovations in computational simulation, targeted drug screening, and molecular docking techniques, facilitating the advancement and development of novel therapeutic agents.","Drug design, development and therapy",2025-05-22,He C,He C; Zhang J; Zhang R; Liu L; Luo J; Zhang W; Fang B,unspecified HAE,other,unknown,unknown,low,HAEに関する文献として、MA活動の参考資料として保持します。,2026-04-18T15:27:04Z
40129920,10.3389/fonc.2025.1534862,europepmc,Non-coding RNAs: emerging biomarkers and therapeutic targets in cancer and inflammatory diseases,"Non-coding RNAs (ncRNAs) have a significant role in gene regulation, especially in cancer and inflammatory diseases. ncRNAs, such as microRNA, long non-coding RNAs, and circular RNAs, alter the transcriptional, post-transcriptional, and epigenetic gene expression levels. These molecules act as biomarkers and possible therapeutic targets because aberrant ncRNA expression has been directly connected to tumor progression, metastasis, and response to therapy in cancer research. ncRNAs' interactions with multiple cellular pathways, including MAPK, Wnt, and PI3K/AKT/mTOR, impact cellular processes like proliferation, apoptosis, and immune responses. The potential of RNA-based therapeutics, such as anti-microRNA and microRNA mimics, to restore normal gene expression is being actively studied. Additionally, the tissue-specific expression patterns of ncRNAs offer unique opportunities for targeted therapy. Specificity, stability, and immune responses are obstacles to the therapeutic use of ncRNAs; however, novel strategies, such as modified oligonucleotides and targeted delivery systems, are being developed. ncRNA profiling may result in more individualized and successful treatments as precision medicine advances, improving patient outcomes and creating early diagnosis and monitoring opportunities. The current review aims to investigate the roles of ncRNAs as potential biomarkers and therapeutic targets in cancer and inflammatory diseases, focusing on their mechanisms in gene regulation and their implications for non-invasive diagnostics and targeted therapies. A comprehensive literature review was conducted using PubMed and Google Scholar, focusing on research published between 2014 and 2025. Studies were selected based on rigorous inclusion criteria, including peer-reviewed status and relevance to ncRNA roles in cancer and inflammatory diseases. Non-English, non-peer-reviewed, and inconclusive studies were excluded. This approach ensures that the findings presented are based on high-quality and relevant sources.",Frontiers in oncology,2025-03-10,Hossam Abdelmonem B,Hossam Abdelmonem B; Kamal LT; Wardy LW; Ragheb M; Hanna MM; Elsharkawy M; Abdelnaser A,unspecified HAE,diagnosis,review,medium,medium,HAEに関する総説として、疾患・治療の包括的理解のための参考資料として保持します。,2026-04-18T15:27:04Z
39741377,10.2500/aap.2025.46.240102,europepmc,"Exploring mast cell disorders: Tryptases, hereditary alpha-tryptasemia, and MCAS treatment approaches",,Allergy and asthma proceedings,2025-01-01,Bellanti JA,Bellanti JA; Settipane RA,unspecified HAE,diagnosis,unknown,unknown,medium,HAEの診断・バイオマーカーに関する知見として、早期診断啓発や診断精度向上に向けた医師教育の参考資料として活用できる可能性があります。,2026-04-18T15:27:04Z
39653607,10.1080/17460441.2024.2440095,europepmc,Evolution of antisense oligonucleotides: navigating nucleic acid chemistry and delivery challenges,"<h4>Introduction</h4>Antisense oligonucleotide (ASO) was established as a viable therapeutic option for genetic disorders. ASOs can target RNAs implicated in various diseases, including upregulated mRNA and pre-mRNA undergoing abnormal alternative splicing events. Therapeutic applications of ASOs have been proven with the Food and Drug Administration approval of several drugs in recent years. Earlier enzymatic stability and delivery remains a big challenge for ASOs. Introducing new chemical modifications and new formulations resolving the issues related to the nuclease stability and delivery of the ASOs. Excitingly, ASOs-based bioconjugates that target the hepatocyte have gained much attraction. Efforts are ongoing to increase the therapeutic application of the ASOs to the extrahepatic tissue as well.<h4>Area covered</h4>We have briefly discussed the mechanism of ASOs, the development of new chemistries, and delivery strategies for ASO-based drug discovery and development. The discussion focuses more on the already approved ASOs and those in the clinical development stage.<h4>Expert opinion</h4>To expand the clinical application of ASOs, continuous effort is required to develop precise delivery strategies for targeting extrahepatic tissue to minimize the off-target effects.",Expert opinion on drug discovery,2024-12-17,Ruchi R,Ruchi R; Raman GM; Kumar V; Bahal R,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
39477529,10.1261/rna.080273.124,europepmc,Development of bioconjugate-based delivery systems for nucleic acids,"Nucleic acids are a class of drugs that can modulate gene and protein expression by various mechanisms, namely, RNAi, mRNA degradation by RNase H cleavage, splice modulation, and steric blocking of protein binding or mRNA translation, thus exhibiting immense potential to treat various genetic and rare diseases. Unlike protein-targeted therapeutics, the clinical use of nucleic acids relies on Watson-Crick sequence recognition to regulate aberrant gene expression and impede protein translation. Though promising, targeted delivery remains a bottleneck for the clinical adoption of nucleic acid-based therapeutics. To overcome the delivery challenges associated with nucleic acids, various chemical modifications and bioconjugation-based delivery strategies have been explored. Currently, liver targeting by <i>N</i>-acetyl galactosamine (GalNAc) conjugation has been at the forefront for the treatment of rare and various metabolic diseases, which has led to FDA approval of four nucleic acid drugs. In addition, various other bioconjugation strategies have been explored to facilitate active organ and cell-enriched targeting. This review briefly covers the different classes of nucleic acids, their mechanisms of action, and their challenges. We also elaborate on recent advances in bioconjugation strategies in developing a diverse set of ligands for targeted delivery of nucleic acid drugs.","RNA (New York, N.Y.)",2024-12-16,Wahane A,Wahane A; Kasina V; Pathuri M; Marro-Wilson C; Gupta A; Slack FJ; Bahal R,unspecified HAE,other,unknown,unknown,low,HAEに関する文献として、MA活動の参考資料として保持します。,2026-04-18T15:27:04Z
39684504,10.3390/ijms252312797,europepmc,Advancing Therapeutic and Vaccine Proteins: Switching from Recombinant to Ribosomal Delivery-A Humanitarian Cause,"Recombinant therapeutic and vaccine proteins have revolutionized healthcare, but there remain challenges, as many are awaiting development due to their slow development speed and high development cost. Cell-free in vivo ribosomes offer one choice, but they come with similar constraints. The validation of in vivo messenger RNA (mRNA) technology has been accomplished for COVID-19 vaccines. The bioreactors inside the body, the ribosomes, deliver these proteins at a small cost, since these are chemical products and do not require extensive analytical and regulatory exercises. In this study, we test and validate the final product. A smaller fraction of the recombinant protein cost is needed, removing both constraints. Although thousands of in vivo mRNA products are under development, their regulatory classification remains unresolved: do they qualify as chemical drugs, biological drug, or gene therapy items? These questions will soon be resolved. Additionally, how would the copies of approved in vivo mRNA protein products be brought in, and how would they be treated: as new drugs, generic drugs, or new biological drugs? Researchers are currently working to answer these questions. Regardless, these products' cost of goods (COGs) remains much smaller than that of ex vivo mRNA or recombinant products. This is necessary to meet the needs of the approximately 6.5 billion people around the world who do not have access to biological drugs; these products will indeed serve the dire needs of humanity. Given the minor cost of establishing the manufacturing of these products, it will also prove financially attractive to investors.",International journal of molecular sciences,2024-11-28,Niazi SK,Niazi SK; Magoola M,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
39609384,10.1038/s41392-024-02035-4,europepmc,Nucleic acid drugs: recent progress and future perspectives,"High efficacy, selectivity and cellular targeting of therapeutic agents has been an active area of investigation for decades. Currently, most clinically approved therapeutics are small molecules or protein/antibody biologics. Targeted action of small molecule drugs remains a challenge in medicine. In addition, many diseases are considered 'undruggable' using standard biomacromolecules. Many of these challenges however, can be addressed using nucleic therapeutics. Nucleic acid drugs (NADs) are a new generation of gene-editing modalities characterized by their high efficiency and rapid development, which have become an active research topic in new drug development field. However, many factors, including their low stability, short half-life, high immunogenicity, tissue targeting, cellular uptake, and endosomal escape, hamper the delivery and clinical application of NADs. Scientists have used chemical modification techniques to improve the physicochemical properties of NADs. In contrast, modified NADs typically require carriers to enter target cells and reach specific intracellular locations. Multiple delivery approaches have been developed to effectively improve intracellular delivery and the in vivo bioavailability of NADs. Several NADs have entered the clinical trial recently, and some have been approved for therapeutic use in different fields. This review summarizes NADs development and evolution and introduces NADs classifications and general delivery strategies, highlighting their success in clinical applications. Additionally, this review discusses the limitations and potential future applications of NADs as gene therapy candidates.",Signal transduction and targeted therapy,2024-11-29,Sun X,Sun X; Setrerrahmane S; Li C; Hu J; Xu H,unspecified HAE,long-term prophylaxis,unknown,unknown,medium,HAEの長期予防に関する文献として（論文種別は手動確認が必要）、MA活動でのパイプライン・エビデンス把握に活用できる可能性があります。,2026-04-18T15:27:04Z
39597882,10.3390/jcm13226738,europepmc,"The Many Faces of Immune Thrombocytopenia: Mechanisms, Therapies, and Clinical Challenges in Oncological Patients","The pathogenesis of immune thrombocytopenia (ITP) is complex and involves the dysregulation of immune cells, such as T and B lymphocytes, and several cytokines that promote the production of autoantibodies. In the context of cancer patients, ITP can occur in both primary and secondary forms related to anticancer therapies or the disease itself.<h4>Objective</h4>In light of these data, we decided to prepare a literature review that will explain the classification and immunological determinants of the pathogenesis of ITP and present the clinical implications of this condition, especially in patients with cancer.<h4>Materials and methods</h4>We reviewed the literature on immunological mechanisms, therapies, and challenges in treating ITP, particularly on cancer patients.<h4>Results</h4>The results of the literature review show that ITP in cancer patients can be both primary and secondary, with secondary ITP being more often associated with anticancer therapies such as chemotherapy and immunotherapy. Innovative therapies such as TPO-RA, rituximab, Bruton's kinase inhibitors, and FcRn receptor inhibitors have shown promising results in treating refractory ITP, especially in patients with chronic disease.<h4>Conclusions</h4>ITP is a significant clinical challenge, especially in the context of oncology patients, where both the disease and treatment can worsen thrombocytopenia and increase the risk of bleeding complications. Treatment of oncology patients with ITP requires an individualized approach, and new therapies offer effective tools for managing this condition. Future research into immunological mechanisms may bring further advances in treating ITP and improve outcomes in cancer patients.",Journal of clinical medicine,2024-11-08,Kos M,Kos M; Tomaka P; Mertowska P; Mertowski S; Wojnicka J; Błażewicz A; Grywalska E; Bojarski K,unspecified HAE,basic science,review,medium,low,HAEに関する総説として、疾患・治療の包括的理解のための参考資料として保持します。,2026-04-18T15:27:04Z
39588083,10.1183/23120541.00550-2024,europepmc,Vascular involvement in idiopathic pulmonary fibrosis,"<h4>Background</h4>Idiopathic pulmonary fibrosis (IPF) is a chronic, fibrosing and progressive interstitial lung disease of unknown aetiology with a pathogenesis still partly unknown. Several microvascular and macrovascular abnormalities have been demonstrated in the pathogenesis of IPF and related pulmonary hypertension (PH), a complication of the disease.<h4>Methods</h4>We carried out a non-systematic, narrative literature review aimed at describing the role of the vasculature in the natural history of IPF.<h4>Results</h4>The main molecular pathogenetic mechanisms involving vasculature (<i>i.e.</i> endothelial-to-mesenchymal transition, vascular remodelling, endothelial permeability, occult alveolar haemorrhage, vasoconstriction and hypoxia) and the genetic basis of vascular remodelling are described. The prevalence and clinical relevance of associated PH are highlighted with focus on the vasculature as a prognostic marker. The vascular effects of current antifibrotic therapies, the role of pulmonary vasodilators in the treatment of disease, and new pharmacological options with vascular-targeted activity are described.<h4>Conclusions</h4>The vasculature plays a key role in the natural history of IPF from the early phases of disease until development of PH in a subgroup of patients, a complication related to a worse prognosis. Pulmonary vascular volume has emerged as a novel computed tomography finding and a predictor of mortality, independent of PH. New pharmacological options with concomitant vascular-directed activity might be promising in the treatment of IPF.",ERJ open research,2024-11-25,Mondoni M,Mondoni M; Rinaldo R; Ryerson CJ; Albrici C; Baccelli A; Tirelli C; Marchetti F; Cefalo J; Nalesso G; Ferranti G; Alfano F; Sotgiu G; Guazzi M; Centanni S,unspecified HAE,epidemiology,review,medium,medium,HAEに関する総説として、疾患・治療の包括的理解のための参考資料として保持します。,2026-04-18T15:27:04Z
39517073,10.2500/aap.2024.45.240089,europepmc,Integrating innovation and shared decision-making in allergy and immunology practice,,Allergy and asthma proceedings,2024-11-01,Bellanti JA,Bellanti JA; Settipane RA,unspecified HAE,other,unknown,unknown,low,HAEに関する文献として、MA活動の参考資料として保持します。,2026-04-18T15:27:04Z
39494972,10.1111/hae.15116,europepmc,The haemophilia joint health score for the assessment of joint health in patients with haemophilia,"<h4>Introduction</h4>The haemophilia joint health score (HJHS) is a tool used to assess joint changes in patients with haemophilia. There is lack of consensus on the interpretation of HJHS scores and their clinical relevance.<h4>Aim</h4>To evaluate available literature reporting HJHS changes over time and assess a possible cut-off value for clinically relevant outcomes and the ideal follow-up for a meaningful score change.<h4>Methods</h4>We conducted a literature search of studies published between 2011 and 2023 where the HJHS version 2.1 had been adopted to detect changes in joint health in patients with haemophilia. We focused on studies that assessed clinical relevance of HJHS changes, evaluated the use of cut-off values and reported a follow-up over time.<h4>Results</h4>Our search identified 213 publications of which 53 (25%) were deemed relevant for this review. Of these, 33 (62%) publications reported the total HJHS score and 20 (38%) reported a single joint HJHS score, while the way of reporting HJHS scores/change was highly variable. Ten publications (19%) assessed clinical relevance, but their methods of calculation differed (defining a cut-off score, measuring standardised response mean or minimal detectable change). The follow-up duration varied from 2 weeks to 8 years in these 10 studies.<h4>Conclusions</h4>High variability in assessing HJHS change over time is the primary consequence of its low sensitivity, and the lack of consensus on interpretation and clinical relevance of the score. Therefore, more sensitive tools should be used alongside HJHS to better define the joint health status of patients with haemophilia.",Haemophilia : the official journal of the World Federation of Hemophilia,2024-11-04,Ay C,Ay C; Mancuso ME; Matino D; Strike K; Pasta G,unspecified HAE,other,unknown,unknown,low,HAEに関する文献として、MA活動の参考資料として保持します。,2026-04-18T15:27:04Z
39282617,10.1016/j.jacig.2024.100322,europepmc,Daratumumab-based treatment of monoclonal gammopathy-associated angioedema due to acquired C1-inhibitor deficiency,"Daratumumab-based treatment could control severe, treatment-refractory, life-threatening angioedema due to acquired C1-inhibitor deficiency associated with monoclonal gammopathy.",The journal of allergy and clinical immunology. Global,2024-08-05,Petersen RS,Petersen RS; Fijen LM; Franssen LE; Vos JMI; Cohn DM,HAE type 1/2,other,unknown,unknown,low,C1-INH欠乏型HAEに関する文献として、MA活動の参考資料として保持します。,2026-04-18T15:27:04Z
